동네,NO,시군구,번지,본번,부번,건물명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형
상도,909,서울특별시 동작구 상도동,496-18,0496,0018,무경하우스,월세,12.4900,202608,28,"3,000",50,4,2016,상도로 392-12,202608~202802,신규,-,,,연립다세대
건대입구,921,서울특별시 광진구 자양동,512-7,0512,0007,자양빌라(512-7),월세,41.1200,202608,27,"1,000",60,-1,1988,능동로8길 26,202608~202808,갱신,-,"1,000",50,연립다세대
노원,943,서울특별시 노원구 월계동,465-16,0465,0016,(465-16),월세,29.1300,202608,27,500,30,5,2012,광운로 27-6,202608~202702,신규,-,,,연립다세대
노원,945,서울특별시 노원구 상계동,188-10,0188,0010,피스플하우스B동,전세,37.1400,202608,27,"21,000",0,2,2018,노원로30길 46-13,202609~202809,갱신,-,"20,000",0,연립다세대
노원,947,서울특별시 노원구 상계동,1053,1053,0000,시온빌라트,전세,59.7100,202608,27,"32,277",0,4,2021,동일로237라길 19,202610~202809,갱신,-,"30,740",0,연립다세대
안암,976,서울특별시 성북구 안암동5가,103-25,0103,0025,대륜빌딩,월세,14.0000,202608,27,"1,000",65,5,2019,고려대로26길 14,202608~202708,신규,-,,,연립다세대
안암,977,서울특별시 성북구 안암동5가,41-35,0041,0035,(41-35),월세,24.6000,202608,27,"1,000",93,1,1992,고려대로 110-15,202608~202708,신규,-,,,연립다세대
왕십리,979,서울특별시 성동구 도선동,414,0414,0000,에버빌,월세,21.9500,202608,27,"2,000",105,5,2019,무학로6길 2,202608~202808,신규,-,,,연립다세대
합정,993,서울특별시 마포구 합정동,395-9,0395,0009,람세스텔,월세,12.4300,202608,27,"2,000",55,3,2013,월드컵로5길 91-4,202608~202808,신규,-,,,연립다세대
합정,994,서울특별시 마포구 합정동,433-27,0433,0027,합정쉐르빌,전세,20.1600,202608,27,"14,000",0,1,2008,동교로 40-3,202609~202809,신규,-,,,연립다세대
공덕,1001,서울특별시 마포구 공덕동,111-201,0111,0201,벨로하우스공덕,전세,28.3800,202608,27,"32,700",0,11,2019,만리재로 84,202609~202809,신규,-,,,연립다세대
건대입구,1011,서울특별시 광진구 화양동,2-22,0002,0022,비다펠리즈,월세,15.2000,202608,27,"3,000",81,9,2021,능동로 153-1,202610~202810,신규,-,,,연립다세대
성수,1020,서울특별시 성동구 성수동1가,656-1804,0656,1804,영동주택4동,전세,36.6600,202608,27,"25,000",0,1,1990,왕십리로4가길 8,202609~202809,갱신,-,"23,000",0,연립다세대
건대입구,1021,서울특별시 광진구 화양동,2-22,0002,0022,비다펠리즈,월세,15.2000,202608,27,"3,000",81,9,2021,능동로 153-1,202610~202810,신규,-,,,연립다세대
합정,1022,서울특별시 마포구 합정동,391-2,0391,0002,고려빌라트,월세,126.6100,202608,27,79,79,2,1992,포은로2가길 29,202608~202612,신규,-,,,연립다세대
건대입구,1023,서울특별시 광진구 구의동,21-5,0021,0005,SK빌리지(21-5),전세,72.7200,202608,27,"30,000",0,3,2002,영화사로16가길 13,202610~202810,신규,-,,,연립다세대
건대입구,1024,서울특별시 광진구 구의동,257-38,0257,0038,하임빌라,월세,54.5100,202608,27,"22,000",20,1,1996,아차산로53길 51-4,202610~202810,신규,-,,,연립다세대
상도,1039,서울특별시 동작구 상도동,299-50,0299,0050,(299-50),전세,41.2200,202608,27,"19,950",0,1,1998,국사봉2나길 24,202609~202809,신규,-,,,연립다세대
상도,1040,서울특별시 동작구 상도동,17-56,0017,0056,위너스힐,월세,20.6500,202608,27,"6,000",52,5,2011,만양로2길 8,202610~202710,갱신,-,"8,000",41,연립다세대
상도,1041,서울특별시 동작구 상도동,256-180,0256,0180,맨하탄하우징(256-180),월세,59.7000,202608,27,"2,000",126,5,2019,성대로6가길 31,202608~202808,신규,-,,,연립다세대
건대입구,1042,서울특별시 광진구 구의동,226-2,0226,0002,KS홈타운,월세,46.6600,202608,27,"35,900",10,5,2016,구의로 65,202610~202810,신규,-,,,연립다세대
건대입구,1043,서울특별시 광진구 구의동,226-2,0226,0002,KS홈타운,월세,46.6600,202608,27,"33,300",22,5,2016,구의로 65,202610~202810,갱신,-,"35,900",10,연립다세대
건대입구,1044,서울특별시 광진구 구의동,66-34,0066,0034,66-34,월세,48.5600,202608,27,"40,000",10,4,2020,광나루로39길 7,202610~202810,갱신,-,"40,000",0,연립다세대
역삼,1047,서울특별시 강남구 역삼동,782-2,0782,0002,다원하이빌,전세,34.0600,202608,27,"35,700",0,5,2022,논현로66길 16,202611~202711,갱신,-,"35,700",0,연립다세대
역삼,1048,서울특별시 강남구 역삼동,648-1,0648,0001,강남IBC오피스텔,월세,21.1200,202608,27,"1,000",92,13,1987,테헤란로7길 8,202608~202708,신규,-,,,연립다세대
역삼,1049,서울특별시 강남구 역삼동,792-7,0792,0007,마이플레이스,전세,27.8200,202608,27,"32,000",0,4,2018,논현로67길 46,202609~202809,신규,-,,,연립다세대
역삼,1050,서울특별시 강남구 역삼동,724-47,0724,0047,쥴리엣,월세,23.9700,202608,27,300,90,4,2002,테헤란로34길 39,202608~202611,신규,-,,,연립다세대
신림,1087,서울특별시 관악구 신림동,533-14,0533,0014,J헤븐빌,월세,24.1400,202608,27,"1,000",50,4,2015,조원로21길 5,202608~202808,신규,-,,,연립다세대
신림,1094,서울특별시 관악구 신림동,1488-18,1488,0018,메트로타운8차,월세,40.8200,202608,27,"24,000",45,2,2017,난곡로61길 43,202608~202808,갱신,-,"32,500",0,연립다세대
회기,1096,서울특별시 동대문구 회기동,3-140,0003,0140,민족통일MJ캠퍼스경희대3차,월세,35.1000,202608,27,"2,000",140,4,2023,회기로23가길 59-4,202609~202709,신규,-,,,연립다세대
신림,1105,서울특별시 관악구 신림동,510-20,0510,0020,T&K신림Ⅲ,월세,38.8900,202608,27,"5,685",19,2,2023,남부순환로151길 34,202609~202808,갱신,-,100,39,연립다세대
신림,1106,서울특별시 관악구 신림동,510-20,0510,0020,T&K신림Ⅲ,월세,37.9000,202608,27,"3,923",28,2,2023,남부순환로151길 34,202609~202808,갱신,-,100,38,연립다세대
수유,1108,서울특별시 강북구 수유동,170-3,0170,0003,은진스톤하우스26차,월세,53.6100,202608,27,"12,500",28,1,2001,도봉로99길 73,202610~202809,신규,-,,,연립다세대
수유,1110,서울특별시 강북구 수유동,486-783,0486,0783,우광타운(17),월세,30.5800,202608,27,"8,000",20,2,1989,인수봉로29길 7,202610~202810,신규,-,,,연립다세대
수유,1114,서울특별시 강북구 수유동,535-6,0535,0006,"동인주택(가,나)",전세,50.2800,202608,27,"11,000",0,1,1987,4.19로 103,202610~202810,갱신,-,"10,500",0,연립다세대
수유,1115,서울특별시 강북구 수유동,553-70,0553,0070,대도맨션B동,전세,59.4000,202608,27,"13,900",0,1,2001,삼양로111길 56-2,202609~202809,신규,-,,,연립다세대
수유,1129,서울특별시 강북구 수유동,698-8,0698,0008,The이도,월세,52.4400,202608,27,"21,500",10,4,2016,삼양로136길 34,202609~202809,갱신,사용,"21,000",10,연립다세대
건대입구,1167,서울특별시 광진구 자양동,227-97,0227,0097,월튼파크뷰3차,전세,28.6600,202608,27,"30,000",0,7,2018,자양번영로11길 18,202610~202810,갱신,-,"30,000",0,연립다세대
건대입구,1171,서울특별시 광진구 자양동,512-7,0512,0007,자양빌라(512-7),월세,41.1200,202608,27,"1,000",60,-1,1988,능동로8길 26,202608~202808,갱신,-,"1,000",50,연립다세대
합정,1180,서울특별시 마포구 합정동,453-11,0453,0011,이에스한강포레A,전세,29.5900,202608,26,"31,500",0,2,2024,동교로8길 36,202608~202808,갱신,사용,"30,000",0,연립다세대
사당,1191,서울특별시 동작구 사당동,176-38,0176,0038,대창빌라5동,전세,40.4100,202608,26,"16,000",0,2,1988,사당로23길 194-10,202609~202809,신규,-,,,연립다세대
공덕,1192,서울특별시 마포구 신공덕동,2-304,0002,0304,공덕파크뷰,전세,28.8200,202608,26,"28,900",0,6,2021,임정로21길 22,202611~202811,신규,-,,,연립다세대
상도,1206,서울특별시 동작구 상도동,7-45,0007,0045,이노시티빌,월세,25.5400,202608,26,"3,754",8,5,2021,매봉로2길 16,202609~202808,갱신,-,"1,827",19,연립다세대
수유,1213,서울특별시 강북구 수유동,313-6,0313,0006,홍원하이빌강북7,월세,27.0300,202608,26,"1,020",29,5,2021,삼양로119길 22,202609~202808,갱신,-,"2,551",26,연립다세대
수유,1214,서울특별시 강북구 수유동,313-6,0313,0006,홍원하이빌강북7,월세,26.4000,202608,26,"1,127",30,4,2021,삼양로119길 22,202609~202808,갱신,-,"2,630",27,연립다세대
수유,1215,서울특별시 강북구 수유동,535-211,0535,0211,동진별장빌라,전세,46.4400,202608,26,"12,000",0,2,1986,4.19로27길 22,202611~202811,신규,-,,,연립다세대
수유,1216,서울특별시 강북구 수유동,291-59,0291,0059,홍원하이빌강북6,월세,21.4000,202608,26,"1,035",23,2,2021,인수봉로82길 26,202609~202808,갱신,-,210,25,연립다세대
사당,1221,서울특별시 동작구 사당동,1050-15,1050,0015,어반팰리스사당,전세,29.3500,202608,26,"32,000",0,1,2024,남부순환로259가길 27,202608~202808,신규,-,,,연립다세대
사당,1223,서울특별시 동작구 사당동,232,0232,0000,(232-0),전세,50.7100,202608,26,"23,000",0,2,2010,사당로16가길 89-6,202610~202810,신규,-,,,연립다세대
역삼,1239,서울특별시 강남구 역삼동,752-19,0752,0019,752-19,전세,26.9400,202608,26,"15,000",0,3,1990,역삼로11길 9-1,202610~202810,신규,-,,,연립다세대
역삼,1245,서울특별시 강남구 역삼동,766-10,0766,0010,풍성애뜨란,전세,25.6900,202608,26,"36,700",0,4,2018,도곡로57길 9-3,202608~202808,갱신,-,"35,000",0,연립다세대
역삼,1246,서울특별시 강남구 역삼동,778-7,0778,0007,제이원빌,월세,29.9800,202608,26,"29,500",4,3,2014,언주로67길 32,202609~202809,신규,-,,,연립다세대
건대입구,1248,서울특별시 광진구 자양동,16-39,0016,0039,(16-39),전세,24.8100,202608,26,"30,000",0,2,2026,아차산로22길 17-6,202610~202810,신규,-,,,연립다세대
건대입구,1249,서울특별시 광진구 자양동,603-7,0603,0007,대원캐슬7차,전세,29.9300,202608,26,"34,000",0,2,2023,자양번영로4길 29-6,202611~202811,신규,-,,,연립다세대
역삼,1275,서울특별시 강남구 역삼동,778-7,0778,0007,제이원빌,월세,29.9800,202608,26,"29,500",4,3,2014,언주로67길 32,202609~202809,신규,-,,,연립다세대
역삼,1277,서울특별시 강남구 역삼동,811-11,0811,0011,성진빌라트,월세,50.5200,202608,26,"20,000",75,3,2000,강남대로106길 17-3,202610~202810,신규,-,,,연립다세대
역삼,1278,서울특별시 강남구 역삼동,695-4,0695,0004,산마리노,월세,45.1400,202608,26,"5,000",83,1,2002,테헤란로53길 38,202610~202810,신규,-,,,연립다세대
역삼,1280,서울특별시 강남구 역삼동,690-12,0690,0012,에벤에셀,월세,75.4600,202608,26,"5,000",215,4,2003,봉은사로48길 44-18,202609~202809,신규,-,,,연립다세대
노원,1283,서울특별시 노원구 공릉동,121,0121,0000,태릉현대홈타운스위트2단지,전세,120.0610,202608,26,"75,240",0,2,2004,화랑로51나길 36,202609~202809,갱신,사용,"71,660",0,연립다세대
노원,1284,서울특별시 노원구 상계동,442-23,0442,0023,(442-23),월세,41.5800,202608,26,"1,000",55,1,1986,한글비석로41길 28-7,202608~202808,신규,-,,,연립다세대
노원,1285,서울특별시 노원구 상계동,1048-4,1048,0004,대한빌,전세,61.3100,202608,26,"13,000",0,3,2002,동일로237길 40,202611~202811,신규,-,,,연립다세대
노원,1286,서울특별시 노원구 상계동,1387-5,1387,0005,가토빌라,전세,61.2300,202608,26,"12,000",0,2,1997,상계로35길 30,202609~202809,갱신,-,"12,000",0,연립다세대
건대입구,1289,서울특별시 광진구 자양동,57-97,0057,0097,랜드마크Ⅱ,전세,22.1200,202608,26,"30,000",0,5,2022,능동로3마길 10-6,202610~202810,신규,-,,,연립다세대
건대입구,1290,서울특별시 광진구 자양동,221-4,0221,0004,(221-4),전세,29.8200,202608,26,"24,000",0,2,2018,아차산로44길 3,202610~202810,신규,-,,,연립다세대
합정,1296,서울특별시 마포구 합정동,426-11,0426,0011,채운캐슬,전세,27.1200,202608,26,"28,140",0,3,2018,월드컵로 31-11,202608~202808,갱신,사용,"26,800",0,연립다세대
사당,1307,서울특별시 동작구 사당동,235-34,0235,0034,(235-34),전세,54.5400,202608,26,"19,000",0,1,1977,사당로8길 39,202609~202809,신규,-,,,연립다세대
합정,1310,서울특별시 마포구 합정동,439-7,0439,0007,MAIBAUMHapjeongB,월세,15.7400,202608,26,"1,000",68,5,2013,희우정로 42-7,202609~202709,갱신,-,"1,000",68,연립다세대
합정,1313,서울특별시 마포구 합정동,390-14,0390,0014,벨라비스타,월세,17.3140,202608,26,"3,000",85,4,2012,포은로2나길 31,202609~202809,신규,-,,,연립다세대
합정,1321,서울특별시 마포구 합정동,386-34,0386,0034,유진,월세,67.6800,202608,26,"40,500",16,4,2010,월드컵로5길 33-21,202608~202808,갱신,-,"40,000",0,연립다세대
건대입구,1323,서울특별시 광진구 구의동,218-29,0218,0029,대성아트빌라,월세,40.8400,202608,26,"18,000",40,2,1995,아차산로62길 14-8,202609~202809,갱신,-,"18,000",20,연립다세대
건대입구,1324,서울특별시 광진구 자양동,669-12,0669,0012,하우젠포레(669-12),전세,31.2600,202608,26,"29,500",0,4,2017,뚝섬로56가길 31,202609~202809,갱신,-,"27,000",0,연립다세대
건대입구,1337,서울특별시 광진구 자양동,768-6,0768,0006,진주타운2차,전세,66.5900,202608,26,"27,800",0,3,1991,자양로21길 16,202610~202810,신규,-,,,연립다세대
공덕,1342,서울특별시 마포구 신공덕동,6-10,0006,0010,어반하우스,전세,29.7100,202608,26,"33,000",0,2,2015,만리재옛길 38,202610~202810,신규,-,,,연립다세대
합정,1351,서울특별시 마포구 합정동,457-20,0457,0020,동서빌라나동,전세,58.2000,202608,26,"31,000",0,2,1992,동교로8안길 13,202609~202809,갱신,-,"28,800",20,연립다세대
건대입구,1352,서울특별시 광진구 자양동,688-4,0688,0004,미성빌라,전세,60.3000,202608,26,"25,000",0,1,1992,뚝섬로64길 44,202608~202808,갱신,-,"22,000",0,연립다세대
건대입구,1372,서울특별시 광진구 구의동,21-37,0021,0037,온새미르,전세,41.5300,202608,26,"31,800",0,3,2017,영화사로16나길 8,202610~202810,갱신,-,"30,300",0,연립다세대
건대입구,1373,서울특별시 광진구 구의동,207-9,0207,0009,힐알펜시아,월세,40.3000,202608,26,"27,550",5,3,2020,광나루로46길 47,202610~202810,갱신,사용,"27,550",0,연립다세대
건대입구,1374,서울특별시 광진구 구의동,207-9,0207,0009,힐알펜시아,월세,20.6400,202608,26,"2,000",75,4,2020,광나루로46길 47,202611~202711,갱신,사용,"2,000",72,연립다세대
안암,1382,서울특별시 성북구 안암동5가,103-25,0103,0025,대륜빌딩,월세,16.4100,202608,26,"1,000",74,6,2019,고려대로26길 14,202610~202710,신규,-,,,연립다세대
신림,1384,서울특별시 관악구 신림동,409-184,0409,0184,건영빌라(409-184),전세,39.1200,202608,26,"16,000",0,2,1992,문성로40길 11,202610~202810,신규,-,,,연립다세대
신림,1385,서울특별시 관악구 신림동,409-184,0409,0184,건영빌라(409-184),전세,39.1200,202608,26,"16,000",0,2,1992,문성로40길 11,202610~202810,신규,-,,,연립다세대
신림,1386,서울특별시 관악구 신림동,598-17,0598,0017,신흥빌라(598-17),월세,50.1600,202608,26,"13,000",10,2,1989,법원단지5라길 11,202610~202810,신규,-,,,연립다세대
신림,1387,서울특별시 관악구 신림동,1503-2,1503,0002,(1503-2),월세,49.1800,202608,26,"5,000",70,3,2002,남부순환로200가길 9-6,202610~202810,신규,-,,,연립다세대
신림,1413,서울특별시 관악구 신림동,1665-3,1665,0003,쉐르빌,월세,15.6400,202608,26,"1,000",55,2,2013,시흥대로158길 24,202609~202808,신규,-,,,연립다세대
건대입구,1439,서울특별시 광진구 구의동,638-3,0638,0003,더엘,월세,26.2300,202608,26,"2,205",23,3,2023,광나루로30가길 16-6,202609~202808,갱신,-,"2,205",23,연립다세대
홍대,1450,서울특별시 마포구 서교동,464-57,0464,0057,아띠끄빌,월세,28.9500,202608,26,"15,000",52,4,2014,동교로 136-3,202609~202808,신규,-,,,연립다세대
신림,1451,서울특별시 관악구 신림동,533-14,0533,0014,J헤븐빌,월세,24.1400,202608,26,"2,000",50,5,2015,조원로21길 5,202609~202809,신규,-,,,연립다세대
신림,1454,서울특별시 관악구 신림동,87-1,0087,0001,어반팰리스(6~7동),전세,49.5100,202608,26,"30,990",0,3,2018,신림로58길 42-4,202610~202810,신규,-,,,연립다세대
신림,1460,서울특별시 관악구 신림동,1439-2,1439,0002,펠릭스,전세,66.7600,202608,26,"5,000",0,7,2019,봉천로8길 42,202608~202708,신규,-,,,연립다세대
성수,1477,서울특별시 성동구 성수동1가,656-1041,0656,1041,뚝섬리치빌A동,전세,28.4000,202608,26,"28,050",0,3,2017,왕십리로10길 5-13,202610~202810,신규,-,,,연립다세대
성수,1478,서울특별시 성동구 성수동1가,656-1041,0656,1041,뚝섬리치빌A동,월세,28.4000,202608,26,"27,000",6,3,2017,왕십리로10길 5-13,202610~202810,신규,-,,,연립다세대
성수,1479,서울특별시 성동구 성수동1가,656-1041,0656,1041,뚝섬리치빌A동,월세,28.4000,202608,26,"27,000",6,3,2017,왕십리로10길 5-13,202610~202810,신규,-,,,연립다세대
성수,1480,서울특별시 성동구 성수동1가,656-1041,0656,1041,뚝섬리치빌A동,월세,28.4000,202608,26,"27,000",6,3,2017,왕십리로10길 5-13,202610~202810,신규,-,,,연립다세대
